,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10
1189,1,4,3,4,3,3,2,5,1,4,4,4,5,3,2,3,2,2,3,2,3,4,1,5,2,5,1,3,3,4,1,2,2,2,3,4,4,2,3,2,4,2,2,4,3,2,4,3,4,2
1190,2,3,3,3,2,2,1,3,3,5,5,2,5,5,2,5,5,4,5,5,3,4,5,5,1,3,1,5,4,5,3,3,5,3,4,2,4,3,4,3,4,2,5,1,4,1,3,4,5,5
1191,1,5,2,5,2,5,1,4,4,2,1,4,5,1,5,5,3,1,5,3,1,4,1,5,3,5,3,4,5,4,1,1,4,1,1,1,5,4,5,3,2,1,5,1,4,4,5,2,5,1
1192,3,1,3,3,4,1,5,3,3,3,5,3,5,2,2,2,3,2,4,4,2,4,4,4,1,4,3,3,4,3,4,4,4,2,2,3,4,2,4,4,5,1,4,2,3,2,4,4,4,4
1193,2,1,3,3,4,1,5,3,3,3,5,3,5,1,4,5,5,5,5,5,3,3,3,3,2,5,1,3,3,3,4,2,3,4,5,1,5,1,4,3,3,4,2,3,3,3,2,3,5,2
1194,1,5,3,5,1,5,1,3,2,5,4,3,4,1,4,5,5,5,4,1,4,3,1,2,3,3,3,1,1,3,1,4,3,4,1,5,3,4,1,3,3,4,1,4,3,5,3,3,3,3
1195,2,4,2,4,1,4,2,1,1,5,3,3,1,2,5,5,2,4,5,4,5,3,1,4,2,4,5,3,5,4,1,1,1,3,1,2,3,2,3,2,2,4,1,2,5,3,4,1,3,3
1196,1,3,3,3,3,2,1,4,4,4,3,0,4,1,3,4,3,2,3,3,1,5,2,3,1,3,1,3,4,3,3,3,4,2,2,4,4,3,4,4,1,2,5,1,2,1,3,1,5,3
1197,4,1,5,1,5,2,4,3,3,1,2,0,3,3,2,3,2,1,3,2,1,5,1,5,1,5,1,5,5,5,2,4,3,2,3,2,3,2,3,4,3,2,4,2,4,1,4,2,4,4
1198,2,4,2,4,4,3,2,4,1,4,4,3,4,3,2,2,3,2,4,2,2,3,3,3,3,3,4,3,3,2,5,2,5,2,5,2,5,1,5,5,5,2,3,2,4,2,5,4,2,4
1199,1,3,4,3,4,3,2,4,3,4,2,4,3,2,5,5,3,2,1,4,2,4,1,4,2,5,2,4,3,5,2,3,5,3,2,2,3,1,2,3,5,2,5,1,5,1,3,5,5,5
1200,2,2,1,5,3,1,1,5,2,5,3,1,3,3,3,4,4,4,3,3,1,1,1,5,1,5,3,5,5,4,4,2,4,3,2,1,4,2,4,3,4,5,5,4,5,1,4,4,5,5
1201,4,2,4,2,5,1,5,1,5,2,4,2,5,1,2,3,5,5,5,5,4,4,2,4,2,3,1,4,4,4,2,3,3,3,1,4,3,3,2,3,5,1,5,1,4,1,4,5,5,5
1202,4,5,5,5,3,5,4,3,4,5,4,4,5,1,1,1,1,3,4,3,5,5,1,5,1,5,4,4,5,5,4,5,1,4,1,1,2,5,5,5,4,2,1,4,5,5,1,4,3,4
1203,3,2,4,2,4,2,3,4,3,4,1,5,1,4,1,1,1,1,4,1,4,3,5,3,4,1,2,4,4,3,5,2,5,1,1,2,5,2,3,4,4,1,4,2,4,1,5,5,4,4
1204,1,3,3,4,3,4,2,4,2,4,4,4,5,1,2,2,2,2,2,4,1,3,1,4,2,5,2,2,3,5,3,5,4,4,1,5,4,5,1,4,5,1,5,1,4,1,5,5,4,5
1205,2,3,3,3,3,2,3,2,3,3,4,3,4,3,2,2,3,3,4,2,4,5,5,2,4,2,2,2,2,2,3,4,4,2,1,3,3,2,4,3,5,1,5,2,4,1,5,4,4,4
1206,5,1,5,1,5,1,5,1,5,1,2,5,1,5,1,2,3,2,2,1,3,5,3,4,1,2,1,5,2,5,4,4,3,2,3,2,1,3,3,1,3,1,5,1,5,1,3,3,5,5
1207,1,3,2,4,2,3,1,5,1,4,2,4,3,3,4,2,2,1,4,3,5,3,1,4,1,5,1,5,3,3,2,5,2,3,1,5,2,4,3,3,1,1,3,1,5,2,5,1,4,5
1208,1,5,2,5,1,5,1,5,1,5,5,3,5,4,2,2,3,3,3,5,2,4,1,4,3,4,3,4,3,1,2,3,3,3,2,4,4,3,2,3,3,3,2,2,1,5,2,2,4,1
1209,1,3,3,3,3,3,2,5,1,5,4,3,3,3,3,3,3,2,3,3,1,3,1,5,2,5,1,4,5,3,4,1,4,2,4,1,5,1,3,4,4,2,4,4,3,1,3,2,4,4
1210,3,2,3,3,4,1,2,3,2,4,4,4,4,1,4,4,4,4,4,4,1,2,3,4,3,4,3,2,2,3,1,4,2,4,3,4,4,3,2,2,2,4,2,4,4,4,3,2,4,4
1211,3,5,0,1,1,5,3,5,1,5,0,1,5,1,5,5,5,5,5,1,2,3,3,3,1,1,1,5,1,1,5,5,5,1,3,3,1,3,1,3,1,1,1,1,3,1,3,3,5,1
1212,1,4,2,5,2,3,1,5,1,5,3,2,4,2,2,3,3,2,2,3,1,2,3,4,1,5,2,4,3,3,2,2,3,4,2,3,3,3,3,3,3,1,4,1,3,2,1,2,5,3
1213,4,2,5,1,5,1,5,3,5,2,2,5,5,1,5,5,5,5,5,5,2,5,1,5,1,5,1,5,5,5,5,1,4,2,5,1,5,2,5,3,5,1,2,1,5,4,5,5,5,0
1214,1,5,1,5,1,5,1,5,2,5,5,5,5,3,5,2,1,1,1,3,1,3,3,1,5,1,3,2,1,2,1,5,2,5,1,5,1,4,4,1,5,1,5,1,3,1,5,5,5,5
1215,1,3,2,3,2,1,1,4,2,5,2,5,2,2,1,3,1,1,3,2,1,3,1,5,2,5,3,5,4,2,4,1,5,1,3,2,3,1,3,5,5,1,4,1,5,1,5,3,4,4
1216,2,3,4,3,2,1,3,4,2,5,2,5,2,3,2,1,2,2,2,1,1,4,4,4,2,4,2,4,3,3,4,3,4,1,2,2,3,3,1,3,3,2,2,3,3,2,4,2,2,3
1217,2,3,2,3,4,2,3,5,3,2,4,2,5,2,1,4,3,3,3,4,1,4,3,4,3,2,2,4,4,3,3,4,3,5,1,5,4,5,2,3,2,3,4,2,2,2,4,2,4,4
1218,1,3,3,5,3,2,1,5,1,5,3,2,5,1,4,3,2,2,4,4,1,3,1,4,2,5,3,3,3,4,4,4,5,1,1,2,5,2,5,4,4,0,3,3,4,3,5,4,4,4
1219,3,1,4,3,2,1,2,4,5,4,2,3,2,3,2,3,2,2,3,2,1,5,1,4,3,3,1,4,4,3,2,5,1,2,1,5,1,3,2,2,5,1,3,1,4,2,5,4,4,4
1220,4,2,4,2,5,1,4,2,4,2,5,2,5,2,2,3,2,2,2,2,2,4,1,4,2,4,2,4,4,5,4,1,5,1,5,1,4,1,5,5,4,1,5,1,4,1,4,2,5,5
1221,3,2,4,2,4,1,2,3,3,4,4,4,5,2,4,4,4,4,4,2,1,5,3,5,1,5,1,5,5,4,3,4,4,3,3,2,4,3,2,4,4,2,5,2,4,1,5,4,5,4
1222,1,3,2,3,2,2,2,3,4,4,2,3,4,2,1,2,2,2,2,4,2,4,2,4,2,4,2,4,3,2,3,4,4,2,1,4,2,4,2,2,5,2,3,1,4,2,5,5,5,3
1223,1,5,3,4,2,4,3,5,3,3,2,5,2,4,2,1,2,1,2,1,3,3,1,3,2,3,3,4,4,3,5,4,5,2,2,2,4,3,4,4,2,3,5,3,5,1,5,2,4,5
1224,1,3,2,4,3,3,1,5,1,5,5,3,5,5,5,1,3,1,5,1,1,0,1,5,3,5,1,5,5,3,1,4,5,3,1,5,5,3,1,1,3,1,5,1,5,1,5,1,3,5
1225,2,4,2,4,1,2,1,5,1,5,1,2,4,2,4,4,2,4,4,2,2,4,4,5,1,4,1,5,4,3,5,4,5,5,1,2,3,3,2,2,4,2,2,2,2,2,4,1,4,2
1226,2,3,3,4,3,3,3,2,3,5,4,2,3,2,4,4,5,5,5,4,4,3,4,3,3,3,3,2,4,2,3,4,5,4,2,4,3,5,5,5,3,2,5,1,4,2,3,4,2,3
1227,1,4,2,4,2,4,1,4,2,4,4,4,3,2,3,3,3,2,4,4,3,2,3,3,3,3,4,3,4,3,2,3,3,3,2,3,3,3,2,2,2,3,3,3,2,3,3,2,3,2
1228,1,1,5,2,5,1,5,2,5,4,2,5,5,3,1,1,3,1,5,4,5,1,5,1,5,1,5,3,1,2,5,3,5,2,1,3,5,5,2,3,2,4,2,3,5,3,4,1,5,3
1229,2,3,3,3,3,2,4,2,4,3,5,2,4,1,4,4,4,4,5,5,4,2,3,3,3,4,3,4,2,3,1,5,3,4,1,5,1,4,2,2,5,1,4,1,5,1,5,5,5,5
1230,3,1,1,3,5,1,3,3,3,2,1,0,3,4,5,3,1,5,3,2,5,2,3,2,3,3,4,3,2,3,5,1,5,3,4,1,5,2,3,4,3,0,5,0,2,1,3,1,5,2
1231,5,1,5,1,5,1,5,1,5,1,4,5,2,1,4,1,2,2,3,1,1,5,1,5,2,4,1,5,3,5,4,1,1,1,5,1,5,1,5,2,4,3,5,2,5,1,5,4,4,5
1232,4,2,5,3,4,1,2,3,5,4,3,4,4,3,2,4,3,2,5,1,2,4,2,4,3,4,1,3,4,2,2,5,4,3,2,1,2,3,3,3,5,2,4,1,4,1,4,4,3,4
1233,1,2,4,5,4,2,3,5,1,2,4,4,4,2,4,2,2,2,2,2,5,4,1,5,2,4,1,4,4,4,4,1,5,1,4,1,5,3,4,4,3,3,3,3,3,4,4,3,4,3
1234,5,2,4,3,4,1,3,3,3,4,4,2,5,2,4,4,4,4,3,3,1,3,3,0,1,4,2,4,4,4,4,2,4,2,5,2,4,1,4,4,4,3,3,3,4,2,4,3,4,4
1235,4,1,4,3,3,2,1,2,4,3,2,3,2,1,2,2,4,4,2,3,1,5,2,5,2,3,1,4,4,4,5,3,5,2,2,2,3,1,3,4,4,2,5,3,4,1,4,3,4,4
1236,4,2,4,4,3,3,3,4,3,4,3,4,3,4,4,3,3,3,4,4,5,4,1,4,3,3,3,4,4,3,4,3,4,2,4,4,2,4,4,3,3,4,3,2,4,2,3,2,4,4
1237,3,2,2,4,3,3,2,3,2,4,4,5,4,3,2,2,2,4,2,2,1,2,2,4,4,4,4,4,4,3,4,2,3,2,4,2,4,2,4,4,2,5,4,5,3,2,3,2,2,3
1238,3,4,3,5,2,4,4,4,2,4,5,1,4,2,4,4,4,4,0,4,2,3,1,4,2,4,3,2,4,0,5,2,5,1,4,3,5,1,4,4,2,4,2,2,2,4,2,2,4,2
1239,2,3,3,4,4,2,2,3,3,4,2,4,2,5,1,1,2,1,3,1,3,2,5,0,5,4,4,2,4,5,4,1,4,3,4,1,5,1,5,3,4,2,4,4,3,2,4,4,3,3
1240,3,2,4,2,3,1,2,3,2,3,2,5,2,5,1,1,1,1,1,1,1,5,2,5,5,4,1,4,4,4,4,1,5,1,5,1,5,2,5,4,4,1,3,5,5,4,5,5,4,4
1241,3,1,5,1,5,1,4,4,4,4,1,5,4,4,1,1,1,1,1,1,1,5,1,5,1,5,1,4,5,5,4,4,5,4,4,4,4,2,4,5,4,1,5,1,5,1,5,5,5,5
1242,3,2,2,3,2,2,3,3,3,5,3,4,4,2,2,3,5,3,3,2,1,5,1,2,3,4,2,3,5,4,3,3,3,3,4,2,4,3,3,4,2,2,3,1,3,2,3,1,4,3
1243,3,3,3,3,3,2,3,3,5,5,2,4,4,4,4,1,4,4,4,3,3,4,2,2,2,0,1,3,5,3,3,4,3,4,3,4,5,3,2,2,4,2,4,2,2,2,2,2,3,4
1244,3,3,3,3,3,2,2,5,2,4,4,3,5,2,3,2,5,2,3,4,2,4,3,4,2,3,2,4,2,4,4,1,4,1,1,1,5,3,5,2,3,3,3,2,2,2,2,3,5,3
1245,1,3,2,5,1,5,1,5,1,5,4,2,4,2,5,3,3,3,4,5,3,1,1,3,3,5,2,2,3,2,2,1,3,4,4,2,4,3,3,3,5,3,3,2,3,3,4,0,4,3
1246,4,2,4,3,3,2,4,3,4,3,3,3,4,4,2,2,3,2,2,3,3,4,1,3,3,4,2,3,4,5,2,3,3,2,2,2,4,3,3,3,4,4,3,2,4,2,4,2,4,4
1247,1,4,2,5,4,5,1,5,1,5,5,5,5,3,5,2,5,2,1,3,1,4,1,5,1,5,1,3,5,3,1,5,4,5,1,2,5,3,1,3,3,3,4,1,2,1,4,5,1,3
1248,3,5,0,0,4,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,2,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0
1249,4,3,2,3,2,3,3,5,1,3,5,1,5,2,5,2,1,2,3,4,1,4,1,5,4,5,3,5,5,3,5,1,5,1,5,1,5,1,5,5,1,3,3,3,3,2,2,1,2,3
1250,1,3,4,5,5,1,2,5,3,5,5,3,5,4,1,1,5,5,5,1,1,3,1,5,2,5,2,2,5,5,5,5,5,2,1,5,5,2,5,5,5,1,5,5,5,1,5,5,5,5
1251,4,4,5,4,4,1,4,5,4,3,2,1,5,1,1,1,4,1,4,1,2,5,1,1,2,4,1,3,4,4,4,1,4,1,4,1,2,1,1,4,3,2,5,1,4,1,1,4,4,4
1252,3,3,3,3,4,3,4,4,4,4,4,4,4,3,5,5,4,3,5,4,2,4,3,4,2,4,2,4,4,4,2,4,4,3,2,4,4,4,3,4,4,3,4,2,4,2,4,4,5,4
1253,3,3,3,4,3,5,3,3,3,3,2,4,3,3,4,4,2,2,4,3,3,4,3,3,4,2,3,3,2,3,4,4,4,3,3,3,4,4,4,3,3,1,5,2,4,5,4,3,5,3
1254,3,4,3,4,1,4,1,4,2,5,1,5,1,1,2,1,1,1,1,5,3,2,3,1,4,3,2,4,5,3,2,3,2,3,1,4,2,1,3,2,4,1,5,1,4,1,4,4,4,4
1255,2,4,3,4,3,4,2,5,2,4,3,3,4,1,4,2,3,2,3,5,1,5,1,5,1,4,2,5,5,4,4,2,5,3,3,2,4,1,4,5,4,1,2,1,3,2,4,3,5,5
1256,4,2,5,2,5,1,5,4,2,1,3,4,2,1,1,1,1,1,1,1,1,3,1,3,1,3,1,4,4,5,3,4,5,3,1,3,4,3,2,4,4,1,5,1,4,1,5,3,4,5
1257,3,4,3,4,2,3,2,4,4,4,1,5,1,4,1,1,2,1,2,1,4,4,3,3,3,3,3,2,3,4,3,2,5,2,2,2,2,2,2,3,5,1,5,1,5,1,5,5,5,5
1258,3,2,4,4,4,2,3,3,4,2,2,4,4,2,2,2,3,2,2,3,4,4,4,3,4,3,2,3,3,4,3,3,4,2,2,2,4,2,2,4,5,2,3,2,3,2,4,4,4,3
1259,2,2,4,2,4,2,4,3,4,4,4,2,4,2,4,3,3,2,3,4,2,4,3,4,2,3,2,4,4,4,3,4,3,4,3,4,4,2,4,3,3,2,4,3,3,2,4,3,4,4
1260,3,1,5,2,5,2,4,3,4,3,1,3,2,4,4,4,3,3,4,3,1,5,1,4,2,3,2,4,3,4,4,4,3,2,2,4,3,1,2,3,4,3,4,3,4,2,4,3,3,4
1261,5,2,5,3,5,2,5,3,3,2,3,3,3,3,3,3,4,2,3,2,1,5,1,5,1,5,1,4,5,5,3,1,4,3,3,1,5,4,4,5,4,3,5,1,4,1,3,4,5,4
1262,2,4,3,4,4,4,4,3,3,4,3,4,3,2,4,3,4,4,4,4,3,3,4,4,3,5,3,3,4,4,2,4,3,3,3,3,3,3,3,4,4,2,3,1,4,3,4,4,4,3
1263,3,2,2,2,4,2,4,2,4,1,3,4,4,4,3,3,3,3,3,2,2,5,2,4,2,3,1,4,3,4,3,4,4,3,3,4,5,2,3,4,5,1,5,1,5,1,4,5,4,5
1264,4,3,4,2,5,1,3,2,5,4,5,1,5,3,5,5,4,5,5,4,1,3,3,5,3,5,1,5,5,3,2,1,5,2,2,1,5,1,5,5,5,1,5,4,5,1,5,3,5,4
1265,3,4,3,4,3,4,2,5,4,5,3,3,4,1,4,3,3,3,3,5,1,5,3,5,1,4,1,4,5,4,3,4,2,2,2,4,2,3,3,3,5,1,5,1,5,1,5,5,5,5
1266,4,2,5,2,4,2,4,3,4,4,3,3,4,3,5,3,4,3,4,2,1,4,3,4,4,4,2,4,4,4,2,3,5,3,2,2,3,3,2,5,3,2,4,3,5,1,5,2,5,5
1267,1,5,2,5,2,4,1,5,1,5,5,1,5,1,4,4,4,4,4,5,2,3,3,2,3,3,3,3,4,1,3,4,5,2,2,3,4,3,3,3,3,1,3,1,4,4,5,3,4,4
1268,3,1,5,3,4,2,4,3,5,3,2,4,3,2,1,2,2,1,2,1,4,4,2,4,1,4,3,5,4,4,3,4,5,2,2,5,4,2,5,3,4,2,2,1,4,2,4,2,4,4
1269,1,5,2,5,1,5,1,5,2,5,2,4,3,1,5,4,2,2,3,4,4,3,2,2,2,4,4,2,2,1,2,4,3,4,1,4,1,4,1,3,2,2,3,1,2,2,5,2,2,4
1270,1,4,4,4,2,1,1,5,3,5,5,2,5,2,1,4,5,5,5,5,4,4,4,2,4,2,4,4,2,2,3,4,5,4,3,4,5,3,3,5,3,1,5,1,5,1,5,4,5,5
1271,4,2,5,2,5,2,5,3,4,2,2,4,2,5,2,1,1,1,4,1,1,4,1,4,2,3,2,3,4,5,4,2,5,1,2,2,4,4,2,5,2,2,1,1,3,5,5,2,3,4
1272,1,1,3,3,5,1,4,2,5,2,2,1,3,1,2,2,3,2,3,1,5,1,1,5,1,5,1,2,5,4,4,3,5,2,4,3,4,3,4,3,3,2,3,1,5,1,3,2,5,5
1273,2,5,3,4,3,4,2,5,3,5,4,3,4,3,4,1,3,1,4,2,1,4,2,5,1,3,2,2,5,4,3,3,3,1,2,2,3,3,4,2,3,2,4,2,3,1,3,3,4,4
1274,4,2,5,2,5,1,5,3,4,2,4,3,4,3,3,3,4,2,4,2,1,5,2,4,1,5,2,4,2,4,4,5,2,4,2,2,4,4,2,4,5,1,5,1,4,1,5,5,5,4
1275,3,4,4,5,2,5,5,5,1,5,5,4,5,4,5,2,4,2,2,5,5,5,1,5,2,5,2,5,5,2,4,5,5,4,4,5,4,4,3,4,2,1,2,3,2,5,5,2,5,1
1276,3,2,4,3,4,3,4,3,4,3,3,2,4,3,3,4,4,4,3,3,4,4,1,5,2,5,3,2,4,4,3,3,4,2,4,3,3,2,4,4,3,4,4,1,4,4,4,3,4,4
1277,4,2,3,1,4,2,1,4,2,4,5,2,5,2,2,4,3,2,4,2,1,5,1,5,2,3,1,5,4,4,5,2,5,1,5,1,4,1,5,4,2,3,4,3,4,1,3,2,4,4
1278,4,3,3,2,3,3,4,4,3,3,3,5,2,4,2,1,5,3,2,2,4,4,1,4,2,3,2,4,4,2,5,4,5,2,2,2,5,2,4,4,3,1,3,1,4,3,4,2,5,3
1279,3,3,3,3,1,3,4,2,5,5,5,2,4,1,4,4,5,5,5,4,4,5,2,4,4,3,1,4,4,5,1,5,5,5,1,5,5,3,2,5,5,1,5,1,4,2,5,5,5,2
1280,3,1,4,3,3,2,4,2,5,4,3,4,4,1,3,2,2,2,2,1,1,4,1,4,2,3,2,4,4,4,4,3,5,1,3,3,4,1,4,4,5,1,3,2,4,4,5,4,2,4
1281,1,5,1,3,1,5,1,4,1,4,4,2,4,4,4,4,4,4,5,5,3,1,3,3,5,3,5,2,3,3,2,3,3,3,4,3,3,3,3,3,2,3,2,3,2,4,1,2,3,3
1282,3,2,3,3,2,4,1,5,1,5,4,0,5,3,3,5,5,5,3,3,3,3,1,4,1,5,3,2,3,3,2,3,3,5,1,4,2,5,2,3,3,2,5,1,3,1,3,3,5,4
1283,3,4,5,5,4,5,3,5,2,5,1,5,5,3,1,2,3,1,4,3,2,2,2,3,5,3,4,2,4,5,2,4,4,3,2,2,3,3,3,4,3,1,4,3,4,2,4,2,5,4
1284,1,4,1,5,2,2,1,4,2,5,4,4,5,2,4,2,3,2,2,3,1,3,1,5,2,4,2,4,3,3,3,4,4,2,1,4,2,3,3,4,4,1,5,2,4,1,4,4,5,5
1285,3,4,4,2,4,3,4,2,5,2,2,3,4,3,3,2,2,2,4,1,3,3,3,3,3,4,3,4,4,4,4,2,4,2,4,3,4,3,4,3,4,2,5,3,3,1,3,4,4,3
1286,1,3,3,4,2,1,2,4,4,5,4,3,5,1,2,3,4,4,2,4,2,3,3,3,3,2,1,4,3,3,3,2,4,2,3,4,4,1,5,3,4,1,5,2,3,1,4,5,4,5
1287,3,2,4,3,4,2,3,4,1,4,5,3,5,3,4,5,4,5,5,2,1,4,4,4,1,4,1,4,4,3,3,3,4,4,1,2,3,3,4,3,2,3,3,3,3,2,3,2,3,3
1288,1,4,3,3,3,4,1,4,2,4,2,3,5,2,4,4,3,4,2,4,1,4,1,5,2,5,3,4,5,4,3,3,4,2,4,3,4,1,4,4,4,4,5,3,5,2,4,2,5,5
1289,2,3,3,3,3,3,2,4,2,4,3,4,3,4,3,3,3,3,3,3,1,4,4,3,2,4,3,3,3,2,3,4,3,4,3,4,3,1,3,3,3,3,3,2,2,3,2,3,3,2
1290,2,2,2,2,4,2,4,2,2,2,4,4,4,4,2,2,5,4,5,3,4,2,4,2,4,2,4,2,4,4,2,1,4,4,2,5,4,2,4,4,4,2,5,2,4,1,5,4,4,5
1291,1,4,2,4,3,3,3,5,3,5,5,1,5,5,3,5,5,5,5,2,3,3,1,5,4,0,3,3,5,3,4,1,5,3,3,1,5,3,4,3,2,3,5,3,2,1,4,2,5,3
1292,1,1,1,3,2,1,4,2,4,1,4,2,1,1,3,3,3,3,3,4,1,4,2,4,2,3,2,2,4,1,2,5,2,4,1,5,5,5,1,3,5,1,4,1,5,1,5,5,4,5
1293,1,5,1,5,1,4,1,5,1,5,5,2,5,2,1,1,2,2,4,4,2,1,2,4,4,4,4,3,4,2,4,4,3,3,2,2,4,3,5,3,2,4,4,2,3,2,2,2,4,3
1294,3,4,3,3,2,2,3,3,1,1,3,4,4,3,3,3,3,3,3,3,4,4,2,3,3,5,2,4,2,3,5,2,4,3,2,2,5,3,4,3,3,2,3,3,4,2,3,3,3,4
1295,1,5,1,4,1,5,0,5,3,5,5,2,5,2,2,4,5,5,5,4,4,4,5,4,4,3,2,2,5,2,2,4,5,4,1,4,4,3,1,3,5,5,4,1,5,2,4,5,5,4
1296,1,3,1,5,1,3,1,5,1,5,2,5,5,1,4,5,3,3,5,4,5,2,5,5,2,5,2,5,5,3,2,5,5,4,1,2,3,4,2,3,1,3,5,1,5,1,4,1,5,4
1297,4,3,4,4,5,5,1,4,5,2,1,5,2,2,2,2,1,1,1,2,5,5,1,5,1,5,5,5,5,5,4,4,5,1,5,1,2,1,2,5,4,1,5,1,5,1,5,4,5,5
1298,2,1,2,4,2,1,2,3,2,5,3,3,4,1,5,5,5,5,5,5,5,4,4,2,3,1,2,4,1,4,2,5,4,3,1,5,3,5,4,4,5,1,5,2,5,1,5,5,2,5
1299,2,3,3,4,4,3,3,4,1,5,3,3,5,3,3,2,4,1,2,1,1,4,1,5,1,5,3,5,5,5,3,5,3,5,2,5,2,3,4,3,3,1,5,1,4,5,3,2,5,5
1300,3,2,3,2,4,2,4,2,5,3,2,2,1,1,3,4,5,4,5,4,3,3,2,2,3,4,3,3,4,4,3,3,3,2,1,5,2,4,3,2,3,1,1,2,5,1,5,4,5,5
1301,1,3,1,4,1,2,1,3,3,5,4,2,4,2,1,2,3,3,4,2,4,3,3,1,4,4,4,2,2,2,3,2,3,2,2,3,4,3,3,4,2,4,3,3,4,3,3,1,4,3
1302,3,2,4,2,2,1,2,4,4,2,2,1,4,2,3,2,4,4,4,4,2,3,1,2,2,4,2,2,4,4,4,2,4,2,2,2,4,2,0,4,4,1,4,2,5,2,5,2,4,4
1303,3,1,4,2,4,1,3,3,4,2,3,2,4,3,2,2,3,2,3,2,2,4,4,4,2,2,2,4,4,4,3,3,3,2,2,4,2,2,2,3,4,2,4,2,3,2,5,3,4,3
1304,5,4,4,5,5,5,3,5,1,5,5,2,5,3,1,4,5,5,5,2,1,5,1,5,1,5,1,5,5,5,1,5,5,5,1,5,3,3,1,3,5,3,5,1,2,1,5,5,5,5
1305,2,1,4,2,4,2,4,4,4,2,3,3,4,3,2,3,3,4,3,4,2,4,4,4,1,4,1,4,4,4,2,4,3,1,2,4,2,4,2,4,4,1,4,1,4,2,4,4,4,4
1306,1,3,3,3,2,3,2,2,2,4,5,1,5,3,1,2,3,4,5,2,5,4,3,2,3,5,3,4,3,4,3,4,5,3,2,3,3,3,2,5,2,2,3,2,3,2,2,2,4,5
1307,3,2,4,3,4,3,3,4,2,3,2,4,4,3,3,3,3,2,3,3,1,5,2,5,1,5,1,5,5,4,3,2,4,3,2,4,3,3,3,4,3,2,3,2,3,3,4,3,3,3
1308,3,1,4,2,3,2,3,4,5,4,4,4,4,2,3,4,4,4,5,4,4,4,4,3,2,4,2,4,4,4,4,4,4,4,3,5,4,4,2,4,3,2,4,3,4,2,4,2,5,4
1309,1,5,1,5,1,2,1,5,1,5,4,3,5,1,4,5,5,3,4,4,5,1,5,1,5,4,5,1,1,5,3,1,2,3,2,5,5,1,2,5,3,3,5,3,5,1,4,2,3,5
1310,3,4,3,4,3,4,4,5,2,2,3,3,4,3,2,2,3,3,2,2,2,4,2,4,2,3,2,3,3,3,4,2,4,2,3,2,4,2,2,3,4,2,5,2,4,2,4,3,4,4
1311,3,2,1,3,3,2,3,4,1,1,4,2,5,1,4,4,4,2,3,4,1,4,1,5,1,5,1,4,5,4,3,5,4,5,2,4,3,2,4,4,4,1,4,3,4,2,5,4,5,3
1312,3,1,5,1,5,1,4,2,5,2,3,4,3,4,2,1,2,1,2,2,1,5,1,5,1,5,1,4,5,3,4,4,3,2,2,3,4,2,2,2,4,1,4,1,4,1,5,4,4,5
1313,2,4,2,4,4,5,3,5,2,4,5,2,5,4,4,4,2,1,4,1,1,5,2,4,2,0,2,4,4,4,5,2,5,2,5,2,4,1,4,4,4,3,3,4,3,5,4,3,4,3
1314,4,4,2,4,2,4,4,4,3,4,1,4,2,4,4,1,1,2,4,4,2,4,4,4,5,3,2,3,3,4,3,4,4,4,3,2,4,4,2,4,4,1,4,1,4,1,5,4,5,5
1315,1,3,5,1,2,2,1,5,4,5,5,2,5,2,2,1,5,5,4,5,4,2,5,1,4,2,1,4,1,4,3,2,5,3,1,4,4,4,3,1,3,5,4,4,2,3,4,4,5,5
1316,3,3,3,3,3,2,3,2,4,4,4,3,5,2,3,4,3,3,3,3,2,5,2,5,2,4,2,4,5,3,0,4,4,4,3,4,3,3,4,3,2,4,4,3,3,1,3,2,4,4
1317,4,1,4,2,4,2,4,3,4,3,2,3,4,3,2,3,3,2,3,2,1,3,1,5,1,4,2,4,5,5,4,4,3,2,1,4,3,2,3,4,3,3,3,3,3,3,4,3,4,3
1318,4,1,3,2,4,1,4,2,4,3,4,3,5,2,2,3,2,2,3,2,1,5,3,3,1,5,1,5,3,4,5,4,5,3,5,1,5,3,4,5,4,2,5,2,4,1,3,3,4,5
1319,1,5,2,5,2,2,1,5,2,5,4,3,4,2,3,1,2,2,2,3,2,4,2,4,1,4,1,4,4,4,3,5,5,4,2,4,3,4,3,4,5,2,4,1,3,2,4,4,5,5
1320,1,4,2,5,2,1,1,5,2,4,5,3,5,1,3,5,4,2,5,4,2,4,3,2,2,2,2,2,4,2,5,4,4,4,1,5,1,2,1,5,5,1,5,1,5,1,5,5,5,5
1321,3,2,4,3,4,5,3,3,3,5,5,4,5,1,5,5,2,4,5,5,1,5,1,5,1,5,1,4,5,3,2,1,4,2,1,2,3,4,4,2,1,2,4,1,5,5,3,3,5,5
